id,nombre,categoria,imagen
prod-00146,PEDIAVIT SOLUCION ORAL 10 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00145,NORFLOXACINA 400 MG,Otros,imagenesmedimentos/genericas/otros.svg
prod-00142,PRUEBA DE EMBARAZO MIDSTREAM,Otros,imagenesmedimentos/genericas/otros.svg
prod-00141,MULTICOMPLEX B COMPLEX,Otros,imagenesmedimentos/genericas/otros.svg
prod-00140,LEGRIP PLUS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00139,CERITAMIN JARABE 60 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00138,CERITAMIN GOTAS 10MG,Otros,imagenesmedimentos/genericas/otros.svg
prod-00137,CERITAMIN,Otros,imagenesmedimentos/genericas/otros.svg
prod-00136,CALFAFEM D,Otros,imagenesmedimentos/genericas/otros.svg
prod-00132,AGUA OXIGENADA,Bebidas,imagenesmedimentos/genericas/bebidas.svg
prod-00131,GUANTES DE LATEX ALFA SAFE LAT,Otros,imagenesmedimentos/genericas/otros.svg
prod-00129,NOXPIRIN TOS SECA JARABE,Analgésicos,imagenesmedimentos/nospirina.jpg
prod-00125,SAL DE FRUTAS LUA,Otros,imagenesmedimentos/genericas/otros.svg
prod-00118,ASPIRINA 100 MF 140 TABLETAS,Analgésicos,imagenesmedimentos/aspirina500mg.png
prod-00117,ALKA SELTZER 2 TABLETAS EFERVE,Otros,imagenesmedimentos/genericas/otros.svg
prod-00116,JERINGA 3P 5 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00115,JERINGA 3 P 3ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00114,JERINGA 3P 10 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00113,ACID MANTLE N 120ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00112,DICLOFENACO 1% GEL 50 G ICOM,Antiinflamatorios,imagenesmedimentos/diclofenacogel.png
prod-00109,SEVEDOL EXTRA FUERTE BLISTER D,Otros,imagenesmedimentos/genericas/otros.svg
prod-00104,MEPROGAL 7.5 MG 10 TABLETAS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00103,MEPROGAL 15 MG 10 TABLETAS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00101,ATIFLAN 50 MG 20 TABLETAS DICL,Antiinflamatorios,imagenesmedimentos/diclofenacogel.png
prod-00099,NEOSALDINA GOTAS 30 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00098,NEOSALDINA 4 GRAGEAS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00095,GELIMED PLUS HMB,Otros,imagenesmedimentos/genericas/otros.svg
prod-00094,GELIMED 10 G,Otros,imagenesmedimentos/genericas/otros.svg
prod-00093,NEURO BION 30 TABLETAS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00091,ACIDO FUSIDICO 2% MK,Otros,imagenesmedimentos/genericas/otros.svg
prod-00090,GELCLAIR GEL ORAL CONCENTRADO,Otros,imagenesmedimentos/genericas/otros.svg
prod-00089,TRAMADOL 100 MG GOTAS 10 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00085,GAVISCON DOBLE ACCION,Otros,imagenesmedimentos/genericas/otros.svg
prod-00084,CREMA ANTIHEMORROIDAL MAX FORT,Cuidado personal,imagenesmedimentos/genericas/cuidado-personal.svg
prod-00082,MUCOSINA SUSPENSION 120 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00078,HIALTEARS LUBRICANTE OCULAR 5M,Otros,imagenesmedimentos/genericas/otros.svg
prod-00076,TAMSULON DUO 30 CAPSULAS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00075,ZAMBON MONURIL 3 G GRANULADO,Otros,imagenesmedimentos/genericas/otros.svg
prod-00074,B VIT HT 1 JERINGA,Otros,imagenesmedimentos/genericas/otros.svg
prod-00072,TENSOFAR LOSARTAN 50 MG,Adulto mayor,imagenesmedimentos/losartan50mg.png
prod-00069,EVALAX POLVO 250 G,Otros,imagenesmedimentos/genericas/otros.svg
prod-00066,WASSERTROL GOTAS OFT 5 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00064,BACIPREX 250 MG POLVO,Otros,imagenesmedimentos/genericas/otros.svg
prod-00063,BACIPREX 500MG AMOXICILINA,Antibióticos,imagenesmedimentos/amoxicilina500mg.jpg
prod-00061,AFELEX 500 MG,Otros,imagenesmedimentos/genericas/otros.svg
prod-00060,ACNIBEN 300 MG,Otros,imagenesmedimentos/genericas/otros.svg
prod-00059,ADVIL ULTRA 4 CAPSULAS,Analgésicos,imagenesmedimentos/advil.jpg
prod-00058,ADVIL LIQUID ESPALDA Y CUELLO,Analgésicos,imagenesmedimentos/advil.jpg
prod-00057,DEXAMETASONA FOSFATO 8 MG/2ML ,Otros,imagenesmedimentos/genericas/otros.svg
prod-00055,ALCOHOL ALCOMAX 350 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00054,ALCOHOL ALCOMAX 700 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00053,APRONAX LIQUID GELS 275MG,Otros,imagenesmedimentos/genericas/otros.svg
prod-00051,PEDIALYTE ACTIVE FRESA 500 ML,Bebidas,imagenesmedimentos/pedialyte.png
prod-00048,CRONOFEN L JARABE 100 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00047,CRONOFEN GOTAS 30 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00043,NAPROXENO 250 MG,Antiinflamatorios,imagenesmedimentos/naproxeno500mg.png
prod-00042,NAPROXENO 500 MG,Antiinflamatorios,imagenesmedimentos/naproxeno500mg.png
prod-00041,ENSURE ADVANCE VAINILLA 220 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00039,ASPIRINA EFERVESCENTE CAJA 12 ,Analgésicos,imagenesmedimentos/aspirina500mg.png
prod-00038,ASPIRINA EFERVESCENTE,Analgésicos,imagenesmedimentos/aspirina500mg.png
prod-00037,TREDA DIOSMECTITA 3 G,Otros,imagenesmedimentos/diosmectita.png
prod-00036,ADVIL CHILDREN JARABE 100 ML,Analgésicos,imagenesmedimentos/advil.jpg
prod-00035,ADVIL CHILDREN JARABE 60 ML,Analgésicos,imagenesmedimentos/advil.jpg
prod-00034,ACETAMINOFEN JARABE 100 ML,Analgésicos,imagenesmedimentos/Acetaminofen500mg.png
prod-00031,CONGESTEX KIDS JARABE 90 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00030,CATALAC ACETAMINOFEN 500 MG,Analgésicos,imagenesmedimentos/Acetaminofen500mg.png
prod-00029,PAÑITOS PEQUEÑIN  24 PAÑITOS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00028,PAÑITOS PEQUEÑIN  70 PAÑITOS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00027,BISOLVON ADULTOS  120 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00026,FLEXIMAX NAP 14 TABLETAS  CAJA,Otros,imagenesmedimentos/genericas/otros.svg
prod-00025,ECLOSYNT INHALADOR  50 MCG,Otros,imagenesmedimentos/genericas/otros.svg
prod-00024,SACRUSYT SALBUTAMOL INHALADOR ,Otros,imagenesmedimentos/salbutamol100mcg.png
prod-00023,DEPO- PROVERA INYECTABLE  150 ,Otros,imagenesmedimentos/genericas/otros.svg
prod-00022,MIEL DE ROSAS UNGÜENTO  30 CC,Otros,imagenesmedimentos/genericas/otros.svg
prod-00019,GLICERINA CARBONATADA GOTAS  3,Otros,imagenesmedimentos/genericas/otros.svg
prod-00018,PIEDRA ALUMBRE UNGÜENTO  25 G,Otros,imagenesmedimentos/genericas/otros.svg
prod-00017,VAGINCORT CREMA  20 G,Cuidado personal,imagenesmedimentos/genericas/cuidado-personal.svg
prod-00016,VAGINSOL F CREMA  20 G,Cuidado personal,imagenesmedimentos/genericas/cuidado-personal.svg
prod-00015,VAGINSOL F OVULOS  3 OVULOS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00014,COGESTEX KIDS JARABE  90 ML,Otros,imagenesmedimentos/genericas/otros.svg
prod-00013,ECLOSYNT INHALADOR  250 MCG X ,Otros,imagenesmedimentos/genericas/otros.svg
prod-00012,VERDE GALEZ POMADA  23 G,Otros,imagenesmedimentos/genericas/otros.svg
prod-00011,BISOLVON MAX JARABE  120 ML  T,Otros,imagenesmedimentos/genericas/otros.svg
prod-00009,BEDOYECTA INYECTABLE  3 USOS,Otros,imagenesmedimentos/genericas/otros.svg
prod-00008,BEDOYECTA INYECTABLE  1 USO,Otros,imagenesmedimentos/genericas/otros.svg
prod-00003,PROVERA TABLETAS  10 MG,Otros,imagenesmedimentos/genericas/otros.svg
prod-00002,PROVERA TABLETAS  5 MG,Otros,imagenesmedimentos/genericas/otros.svg
