id,nombre,precio,categoria,descripcion,imagen,stock,disponible,imagen_transparente
prod-00004,POSTINOR 1 TABLETA 1.5MG,18600,Anticonceptivos y salud sexual,POSTINOR 1 TABLETA 1.5MG LEVONORGESTREL,assets/imagenesmedimentos/reales/prod-00004.jpg,12,true,false
prod-00312,PREDNISOLONA 5MG LAPROFF 10 TA,17000,Analgésicos y antiinflamatorios,PREDNISOLONA 5MG LAPROFF 10 TA,assets/imagenesmedimentos/reales/prod-00312.jpg,1,true,false
prod-00403,PRESERVATIVO TODAY HOT SENSATI,21000,Anticonceptivos y salud sexual,PRESERVATIVO TODAY HOT SENSATION,assets/imagenesmedimentos/reales/prod-00403.png,1,true,false
prod-00404,PRESERVATIVO TODAY LONG ACTION,19800,Anticonceptivos y salud sexual,PRESERVATIVO TODAY LONG ACTION,assets/imagenesmedimentos/reales/prod-00404.jpg,2,true,false
prod-00405,PRESERVATIVO TODAY MUTUAL SENS,21000,Anticonceptivos y salud sexual,PRESERVATIVO TODAY MUTUAL SENS,assets/imagenesmedimentos/reales/prod-00405.webp,1,true,false
prod-00400,PRESERVATIVO TODAY PUNTO G,21000,Anticonceptivos y salud sexual,PRESERVATIVO TODAY PUNTO G,assets/imagenesmedimentos/reales/prod-00400.webp,3,true,false
prod-00402,PRESERVATIVO TODAY REAL SENSAT,21000,Anticonceptivos y salud sexual,PRESERVATIVO TODAY REAL SENSATION,assets/imagenesmedimentos/reales/prod-00402.jpg,3,true,false
prod-00401,PRESERVATIVO TODAY TRIPLE PLAC,19800,Anticonceptivos y salud sexual,PRESERVATIVO TODAY TRIPLE PLACER,assets/imagenesmedimentos/reales/prod-00401.jpg,3,true,false
prod-00460,PRESERVATIVOS EXTASIS LUBRICAD,2200,Anticonceptivos y salud sexual,PRESERVATIVOS EXTASIS LUBRICAD,assets/imagenesmedimentos/reales/prod-00460.webp,20,true,false
prod-00392,PRESERVATIVOS XTREM NORMAL LUB,10600,Anticonceptivos y salud sexual,PRESERVATIVOS XTREM NORMAL LUB,assets/imagenesmedimentos/reales/prod-00392.jpg,4,true,false
prod-00712,PRESTOBARBA GILLETTE NARANJA,4700,Cuidado personal,PRESTOBARBA GILLETTE NARANJA,assets/imagenesmedimentos/reales/prod-00712.jpg,3,true,false
prod-00601,PROWHEY KALORI 200ML LIQUIDO,12000,Snacks y bebidas,PROWHEY KALORI 200ML LIQUIDO,assets/imagenesmedimentos/reales/prod-00601.webp,1,true,false
prod-00600,PROWHEY KALORI 460G,85000,Snacks y bebidas,PROWHEY KALORI 460G,assets/imagenesmedimentos/reales/prod-00600.webp,1,true,false
prod-00390,PRUEBA DE EMBARAZO CASSET ALL SET,3200,Pruebas y diagnóstico,PRUEBA DE EMBARAZO CASSET ALL SET,assets/imagenesmedimentos/reales/prod-00390.webp,3,true,false
prod-00391,PRUEBA DE EMBARAZO TIRA ALL SE,2600,Pruebas y diagnóstico,PRUEBA DE EMBARAZO TIRA ALL SET,assets/imagenesmedimentos/reales/prod-00391.jpg,3,true,false
prod-00202,REDOXON TOTAL EFER 10 COMPRIMI,38000,Vitaminas y suplementos,REDOXON TOTAL EFER 10 COMPRIMI,assets/imagenesmedimentos/reales/prod-00202.jpg,2,true,false
prod-00106,RELAXMENT PLUS 500 MG 30 TABLE,40000,Analgésicos y antiinflamatorios,RELAXMENT PLUS 500 MG 30 TABLE,assets/imagenesmedimentos/reales/prod-00106.png,4,true,true
prod-00105,RELAXMENT PLUS 500MG 20 TABLE,30000,Analgésicos y antiinflamatorios,RELAXMENT PLUS 500MG 20 TABLE,assets/imagenesmedimentos/reales/prod-00105.png,5,true,true
prod-00731,REMOVEDOR LANDER + OBSE,8200,Otros suministros y servicios,REMOVEDOR LANDER + OBSE,assets/imagenesmedimentos/reales/prod-00731.png,1,true,false
prod-00524,SECNIDAZOL 1GR 2 TABLE LA SANT,29800,Antimicóticos y antiparasitarios,SECNIDAZOL 1GR 2 TABLETAS LA SANTE,assets/imagenesmedimentos/reales/prod-00524.jpg,1,true,false
prod-00525,SECNIDAZOL 500MG LA SANTE 4 TA,10200,Antimicóticos y antiparasitarios,SECNIDAZOL 500MG LA SANTE 4 TA,assets/imagenesmedimentos/reales/prod-00525.jpg,1,true,false
prod-00609,SERVICIO INYECTOLOGIA,5000,Otros suministros y servicios,SERVICIO INYECTOLOGIA,assets/imagenesmedimentos/reales/prod-00609.jpg,95,true,false
prod-00107,SEVEDOL EXTRA FUERTE 16 TABL,38200,Analgésicos y antiinflamatorios,SEVEDOL EXTRA FUERTE 16 TABLETAS,assets/imagenesmedimentos/reales/prod-00107.jpg,1,true,false
prod-00108,SEVEDOL EXTRA FUERTE 8 TABLETA,17000,Analgésicos y antiinflamatorios,SEVEDOL EXTRA FUERTE 8 TABLETA,assets/imagenesmedimentos/reales/prod-00108.jpg,3,true,false
prod-00751,SHAMPO DREAM LISO ELVIVE 370ML,26200,Cuidado del cabello,SHAMPO DREAM LISO ELVIVE 370ML,assets/imagenesmedimentos/reales/prod-00751.png,1,true,true
prod-00755,SHAMPO GLYCOLIC CRISTAL ELVIVE,26200,Cuidado del cabello,SHAMPO GLYCOLIC CRISTAL ELVIVE,assets/imagenesmedimentos/reales/prod-00755.png,1,true,true
prod-00450,SHAMPO HEAD & SHOULDERS 180ML,15200,Cuidado del cabello,SHAMPO HEAD & SHOULDERS 180ML,assets/imagenesmedimentos/reales/prod-00450.jpg,1,true,false
prod-00753,SHAMPO HIALURONICO PURE ELVIVE,26200,Cuidado del cabello,SHAMPO HIALURONICO PURE ELVIVE,assets/imagenesmedimentos/reales/prod-00753.png,2,true,false
prod-00752,SHAMPO HIDRAHIALURONICO ELVIVE,26200,Cuidado del cabello,SHAMPO HIDRAHIALURONICO ELVIVE,assets/imagenesmedimentos/reales/prod-00752.png,1,true,false
prod-00774,SHAMPO PANTENE BAMBU 400ML,24000,Cuidado del cabello,SHAMPO PANTENE BAMBU 400ML,assets/imagenesmedimentos/reales/prod-00774.jpg,1,true,false
prod-00790,SHAMPO SAVITAL 510ML FUSION PR,17200,Cuidado del cabello,SHAMPO SAVITAL 510ML FUSION PR,assets/imagenesmedimentos/reales/prod-00790.jpg,1,true,false
prod-00888,SIETE FACTORES DE TRANSF 650MG,36000,Vitaminas y suplementos,SIETE FACTORES DE TRANSF 650MG,assets/imagenesmedimentos/reales/prod-00888.webp,1,true,false
prod-00428,SILDENAFIL 50MG LA SANTE,6000,Disfunción eréctil y urología,SILDENAFIL 50MG LA SANTE,assets/imagenesmedimentos/reales/prod-00428.png,1,true,false
prod-00564,SOLUCION SALINA INYECTA 250ML,4200,Insumos y curación médica,SOLUCION SALINA INYECTABLE 250ML,assets/imagenesmedimentos/reales/prod-00564.jpg,2,true,false
prod-00605,SOUXA NITAZOXANIDA SUSPENSION,30000,Antimicóticos y antiparasitarios,SOUXA NITAZOXANIDA SUSPENSION,assets/imagenesmedimentos/reales/prod-00605.png,1,true,true
prod-00177,SULFATO FERROSO 200 MG 50 GRAG,10200,Vitaminas y suplementos,SULFATO FERROSO 200 MG 50 GRAGEAS,assets/imagenesmedimentos/reales/prod-00177.png,2,true,false
prod-00313,SULFATO FERROSO 300MG,40000,Vitaminas y suplementos,SULFATO FERROSO 300MG,assets/imagenesmedimentos/reales/prod-00313.jpg,1,true,false
prod-00583,SULZINC 80ML SUSPENSION HUMA,23200,Dermatológico y piel,SULZINC 80ML SUSPENSION HUMA,assets/imagenesmedimentos/reales/prod-00583.jpg,2,true,false
prod-00689,SURELAB CHILDREN´S POLVO VAINI,68000,Bebés y maternidad,SURELAB CHILDREN´S POLVO VAINI,assets/imagenesmedimentos/reales/prod-00689.webp,1,true,false
prod-00228,SYSTANE BALANCE GOTAS 10ML,76000,Oftálmico y ótico,SYSTANE BALANCE GOTAS 10ML,assets/imagenesmedimentos/reales/prod-00228.png,1,true,false
prod-00229,SYSTANE COMPLETE GOTAS 10ML,76000,Oftálmico y ótico,SYSTANE COMPLETE GOTAS 10ML,assets/imagenesmedimentos/reales/prod-00229.jpg,1,true,false
prod-00314,TADALAFILO 20MG,11000,Disfunción eréctil y urología,TADALAFILO 20MG,assets/imagenesmedimentos/reales/prod-00314.png,1,true,true
prod-00715,TALCO JOHNSON 100G,22200,Dermatológico y piel,TALCO JOHNSON 100G,assets/imagenesmedimentos/reales/prod-00715.jpg,1,true,false
prod-00550,TALCO YODORA 60G,9200,Dermatológico y piel,TALCO YODORA 60G,assets/imagenesmedimentos/reales/prod-00550.jpg,2,true,false
prod-00792,TAMPON NOSOTRAS SUPER 8UNIDA,6800,Salud femenina,TAMPON NOSOTRAS SUPER 8UNIDA,assets/imagenesmedimentos/reales/prod-00792.jpg,2,true,false
prod-00179,TAMPONES NOSOTRAS 8 CON APLICA,16800,Salud femenina,TAMPONES NOSOTRAS 8 CON APLICA,assets/imagenesmedimentos/reales/prod-00179.png,2,true,false
prod-00646,TE HATSU SURTIDO 450ML,4300,Snacks y bebidas,TE HATSU SURTIDO 450ML,assets/imagenesmedimentos/reales/prod-00646.jpg,9,true,false
prod-00311,TIAMINA 300MG EC,50000,Vitaminas y suplementos,TIAMINA 300MG EC,assets/imagenesmedimentos/reales/prod-00311.png,3,true,false
prod-00457,TOROVITAL SANGRE TORO 1000ML,20000,Snacks y bebidas,TOROVITAL SANGRE TORO 1000ML,assets/imagenesmedimentos/reales/prod-00457.webp,1,true,false
prod-00326,TORROX ETORICOXIB 120 MG 10 TA,44000,Analgésicos y antiinflamatorios,TORROX ETORICOXIB 120 MG 10 TA,assets/imagenesmedimentos/reales/prod-00326.jpg,1,true,false
prod-00420,TOTUMO JARABE 240ML FRESLY,31000,Antigripales y tos,TOTUMO JARABE 240ML FRESLY,assets/imagenesmedimentos/reales/prod-00420.jpg,1,true,false
prod-00452,TOTUMO JARABE LABFARVE 240ML,21000,Antigripales y tos,TOTUMO JARABE LABFARVE 240ML,assets/imagenesmedimentos/reales/prod-00452.jpg,1,true,false
prod-00777,TRATAMIENTO NUTRIBELA SOBRE REPARACIO,2400,Maquillaje y cuidado facial/labial,TRATAMIENTO NUTRIBELA SOBRE REPARACION INTENSIVA 15,assets/imagenesmedimentos/reales/prod-00777.png,12,true,false
prod-00767,TRATAMIENTO CAIDA RESIST 300ML ELVI,26200,Cuidado del cabello,TRATAMIENTO CAIDA RESIST 300ML ELVIVE,assets/imagenesmedimentos/reales/prod-00767.webp,1,true,false
prod-00768,TRATAMIENTO COLLAGENO 300G ELVIVE,27200,Cuidado del cabello,TRATAMIENTO COLLAGENO 300G ELVIVE,assets/imagenesmedimentos/reales/prod-00768.jpg,1,true,false
prod-00766,TRATAMIENTO GLYCOLIC CRITAL 300G ELVIVE,26200,Cuidado del cabello,TRATAMIENTO GLYCOLIC CRITAL 300G ELVIVE,assets/imagenesmedimentos/reales/prod-00766.jpg,1,true,false
prod-00769,TRATAMIENTO GLYCOLIC GLOSS 300G ELV,26200,Cuidado del cabello,TRATAMIENTO GLYCOLIC GLOSS 300G ELVIVE,assets/imagenesmedimentos/reales/prod-00769.png,1,true,false
prod-00770,TRATAMIENTO HIDRAHIALURONICO 300G ELVIVE,26200,Cuidado del cabello,TRATAMIENTO HIDRAHIALURONICO 300G ELVIVE,assets/imagenesmedimentos/reales/prod-00770.jpg,1,true,false
prod-00780,TRATAMIENTO NUTRIBELA PRO HIALURONI,2400,Maquillaje y cuidado facial/labial,TRATAMIENTO NUTRIBELA PRO HIALURONI,assets/imagenesmedimentos/reales/prod-00780.png,12,true,false
prod-00779,TRATAMIENTO NUTRIBELA SOBRE CELULAS,2400,Maquillaje y cuidado facial/labial,TRATAMIENTO NUTRIBELA SOBRE CELULAS,assets/imagenesmedimentos/reales/prod-00779.jpg,12,true,false
prod-00778,TRATAMIENTO NUTRIBELA SOBRE TERMOPR,2400,Maquillaje y cuidado facial/labial,TRATAMIENTO NUTRIBELA SOBRE TERMOPR,assets/imagenesmedimentos/reales/prod-00778.jpg,12,true,false
prod-00762,TRATAMIENTO 3 EN 1 HIDRAHIALU 500M,32000,Cuidado del cabello,TRATAMIENTO 3 EN 1 HIDRAHIALU 500M,assets/imagenesmedimentos/reales/prod-00762.webp,1,true,false
prod-00764,TRATAMIENTO DREAM LISO 300G ELVIVE,27800,Cuidado del cabello,TRATAMIENTO DREAM LISO 300G ELVIVE,assets/imagenesmedimentos/reales/prod-00764.webp,1,true,false
prod-00761,TRATAMIENTO 3 EN 1 500ML REPAR,29500,Cuidado del cabello,TRATAMIENTO 3 EN 1 500ML REPARACION TOTAL ELVIVE,assets/imagenesmedimentos/reales/prod-00761.jpg,1,true,false
prod-00758,TRATAMIENTO REPARA TOTAL5 ELVI,26200,Cuidado del cabello,TRATAMIENTO REPARACION TOTAL5 ELVIVE 300G,assets/imagenesmedimentos/reales/prod-00758.jpg,1,true,false
prod-00785,TRAVAD ORAL 133ML LIMON,30000,Gastrointestinal,TRAVAD ORAL 133ML LIMON,assets/imagenesmedimentos/reales/prod-00785.jpg,1,true,false
prod-00567,TRIMEBUTINA MALEATO 200MG,16800,Gastrointestinal,TRIMEBUTINA MALEATO 200MG,assets/imagenesmedimentos/reales/prod-00567.jpg,1,true,false
prod-00568,TRIMEBUTINA MALEATO 200MG GENF,26200,Gastrointestinal,TRIMEBUTINA MALEATO 200MG GENFAR 30 TABLETAS GENFAR,assets/imagenesmedimentos/reales/prod-00568.jpg,2,true,false
prod-00863,TRIMETOPRIM SULFAMETO F GENGAR,57000,Antibióticos,TRIMETOPRIM SULFAMETOXAZOL F GENGAR,assets/imagenesmedimentos/reales/prod-00863.jpg,1,true,false
prod-00670,TRULULU PIRAMIDAL,700,Snacks y bebidas,TRULULU PIRAMIDAL,assets/imagenesmedimentos/reales/prod-00670.jpg,50,true,false
prod-00874,VALSARTAN 160MG 14TAB LA SANTE,21000,Cardiovascular y metabólico,VALSARTAN 160MG 14TAB LA SANTE,assets/imagenesmedimentos/reales/prod-00874.jpg,1,true,false
prod-00371,VENDA 3¨,2500,Insumos y curación médica,VENDA 3¨,assets/imagenesmedimentos/reales/prod-00371.png,10,true,false
prod-00372,VENDA 4¨,3200,Insumos y curación médica,VENDA 4¨,assets/imagenesmedimentos/reales/prod-00372.png,10,true,false
prod-00373,VENDA ELASTICA 5¨,3800,Insumos y curación médica,VENDA ELASTICA 5¨,assets/imagenesmedimentos/reales/prod-00373.png,5,true,false
prod-00374,VENDA ELASTICA 6¨,4900,Insumos y curación médica,VENDA ELASTICA 6¨,assets/imagenesmedimentos/reales/prod-00374.png,10,true,false
prod-00380,VIAGRA SILDENAFIL 50 MG -2TABL,45000,Disfunción eréctil y urología,VIAGRA SILDENAFIL 50 MG -2TABLETAS,assets/imagenesmedimentos/reales/prod-00380.jpg,1,true,false
prod-00219,VICK BABY BALM 50G,26200,Antigripales y tos,VICK BABY BALM 50G,assets/imagenesmedimentos/reales/prod-00219.jpg,2,true,false
prod-00218,VICK VAPORUB 50G,24000,Antigripales y tos,VICK VAPORUB 50G,assets/imagenesmedimentos/reales/prod-00218.jpg,4,true,false
prod-00067,WASSERTROL UNGUENTO 5G,28000,Dermatológico y piel,WASSERTROL UNGUENTO OFTALMICO 5G,assets/imagenesmedimentos/reales/prod-00067.jpg,4,true,false
prod-00749,WINADEINE F EUROFARMA,15000,Analgésicos y antiinflamatorios,WINADEINE F EUROFARMA,assets/imagenesmedimentos/reales/prod-00749.jpg,10,true,false
prod-00149,X RAY DOL TABLETAS,134000,Analgésicos y antiinflamatorios,X RAY DOL TABLETAS,assets/imagenesmedimentos/reales/prod-00149.webp,0,false,false
prod-00153,YODOPOVIL ESPUMA 60 ML,12100,Dermatológico y piel,YODOPOVIL ESPUMA 60 ML,assets/imagenesmedimentos/reales/prod-00153.jpg,3,true,false
prod-00154,YODOPOVIL SOLUCION 60ML,12100,Dermatológico y piel,YODOPOVIL SOLUCION 60ML,assets/imagenesmedimentos/reales/prod-00154.jpg,3,true,false
prod-00208,CEBION VITAMINA C NARANJA 550M,80000,Vitaminas y suplementos,CEBION VITAMINA C NARANJA 550MG,assets/imagenesmedimentos/reales/prod-00208.webp,0,false,false
prod-00852,CENTRUM SILVER +50 30 TABLETAS,46000,Vitaminas y suplementos,CENTRUM SILVER +50 30 TABLETAS,assets/imagenesmedimentos/reales/prod-00852.jpg,1,true,false
prod-00851,CENTRUM SILVER WOMEN 50+ 30TAB,57000,Vitaminas y suplementos,CENTRUM SILVER WOMEN 50+ 30TAB,assets/imagenesmedimentos/reales/prod-00851.jpg,1,true,false
prod-00691,COMPLEJO B + ZINC + VITA PHARB,30000,Vitaminas y suplementos,COMPLEJO B + ZINC + VITA PHARB,assets/imagenesmedimentos/reales/prod-00691.webp,1,true,false
prod-00687,SURELAB ULTRA MULTIVITA VAINIL,68000,Vitaminas y suplementos,SURELAB ULTRA MULTIVITA VAINIL,assets/imagenesmedimentos/reales/prod-00687.webp,1,true,false
prod-00444,VITAMINA E COLMED 10 CAPSULAS,35000,Vitaminas y suplementos,VITAMINA E COLMED 10 CAPSULAS,assets/imagenesmedimentos/reales/prod-00444.jpg,1,true,false
prod-00901,GLUCOPHAGE 500MG METFORMINA,70000,Cardiovascular y metabólico,GLUCOPHAGE 500MG METFORMINA,assets/imagenesmedimentos/reales/prod-00901.jpg,1,true,false
prod-00900,IBUPROFENO 800MG LAPROFF,135000,Analgésicos y antiinflamatorios,IBUPROFENO 800MG LAPROFF,assets/imagenesmedimentos/reales/prod-00900.jpg,1,true,false
prod-00899,CLARITROMICINA 500 MG LAPROFF,155000,Antibióticos,CLARITROMICINA 500 MG LAPROFF,assets/imagenesmedimentos/reales/prod-00899.jpg,1,true,false
prod-00898,KIT NEBULIZADOR PEDIATRICO,16400,Insumos y curación médica,KIT NEBULIZADOR PEDIATRICO,assets/imagenesmedimentos/reales/prod-00898.jpg,1,true,false
prod-00897,KIT NEBULIZADOR ADULTO,16400,Insumos y curación médica,KIT NEBULIZADOR ADULTO,assets/imagenesmedimentos/reales/prod-00897.jpg,1,true,false
prod-00889,ISOFLAVONAS DE SOYA 500MG,35000,Vitaminas y suplementos,ISOFLAVONAS DE SOYA 500MG,assets/imagenesmedimentos/reales/prod-00889.webp,1,true,false
prod-00877,VALSARTAN 160MG MK,36400,Cardiovascular y metabólico,VALSARTAN 160MG MK,assets/imagenesmedimentos/reales/prod-00877.png,1,true,false
prod-00876,VALSARTAN 80MG MK,19800,Cardiovascular y metabólico,VALSARTAN 80MG MK,assets/imagenesmedimentos/reales/prod-00876.png,1,true,false
prod-00873,LOSARTAN 50MG LA SANTE,23000,Cardiovascular y metabólico,LOSARTAN 50MG LA SANTE,assets/imagenesmedimentos/reales/prod-00873.png,1,true,false
prod-00865,CLARITROMICINA 250MG/5ML,65800,Antibióticos,CLARITROMICINA 250MG/5ML,assets/imagenesmedimentos/reales/prod-00865.jpg,1,true,false
prod-00864,BAJALENGUAS DE MADERA,2700,Insumos y curación médica,BAJALENGUAS DE MADERA,assets/imagenesmedimentos/reales/prod-00864.png,1,true,false
prod-00859,BELLAFACE SUAVE 28 TABLETAS,28000,Anticonceptivos y salud sexual,BELLAFACE SUAVE 28 TABLETAS,assets/imagenesmedimentos/reales/prod-00859.png,1,true,false
prod-00857,VIVE 100 ORIGINAL 310ML,2500,Snacks y bebidas,VIVE 100 ORIGINAL 310ML,assets/imagenesmedimentos/reales/prod-00857.png,1,true,false
prod-00855,BUSCAPINA FEM,13000,Gastrointestinal,BUSCAPINA FEM,assets/imagenesmedimentos/reales/prod-00855.png,1,true,false
prod-00854,CIRUELAX 20 TABLETAS,22800,Gastrointestinal,CIRUELAX 20 TABLETAS,assets/imagenesmedimentos/reales/prod-00854.jpg,1,true,false
prod-00853,CENTRUM WOMEN 30 TABLETAS,48000,Vitaminas y suplementos,CENTRUM WOMEN 30 TABLETAS,assets/imagenesmedimentos/reales/prod-00853.webp,1,true,false
prod-00850,CENTRUM MEN 30 TABLETAS,48000,Vitaminas y suplementos,CENTRUM MEN 30 TABLETAS,assets/imagenesmedimentos/reales/prod-00850.jpg,1,true,false
prod-00849,CENTRUM ADVANCE 30 TABLETAS,40000,Vitaminas y suplementos,CENTRUM ADVANCE 30 TABLETAS,assets/imagenesmedimentos/reales/prod-00849.jpg,1,true,false
prod-00848,DOLEX FORTE,180000,Analgésicos y antiinflamatorios,DOLEX FORTE,assets/imagenesmedimentos/reales/prod-00848.png,1,true,false
prod-00844,TIQUEPIN QUETIAPINA 25MG,16000,Salud mental y sistema nervioso,TIQUEPIN QUETIAPINA 25MG,assets/imagenesmedimentos/reales/prod-00844.png,1,true,false
prod-00843,DOMICILIO,5000,Otros suministros y servicios,DOMICILIO,assets/imagenesmedimentos/reales/prod-00843.webp,1,true,false
prod-00842,GINGO BILOBA,14500,Vitaminas y suplementos,GINGO BILOBA,assets/imagenesmedimentos/reales/prod-00842.jpg,1,true,false
prod-00840,SMECTA SOBRE,8000,Gastrointestinal,SMECTA SOBRE,assets/imagenesmedimentos/reales/prod-00840.webp,1,true,false
prod-00839,VASO ALOHA KOLA,4500,Snacks y bebidas,VASO ALOHA KOLA,assets/imagenesmedimentos/reales/prod-00839.png,1,true,false
prod-00838,GALLETA HELADO JUMBO,4000,Snacks y bebidas,GALLETA HELADO JUMBO,assets/imagenesmedimentos/reales/prod-00838.jpg,1,true,false
prod-00837,GALLETA HELADO NAPOLITANA,3500,Snacks y bebidas,GALLETA HELADO NAPOLITANA,assets/imagenesmedimentos/reales/prod-00837.jpg,1,true,false
prod-00835,PALETA CHOCOLISTO CHOCOLATE,2500,Snacks y bebidas,PALETA CHOCOLISTO CHOCOLATE,assets/imagenesmedimentos/reales/prod-00835.png,1,true,false
prod-00834,PALETA POLET CEREZA,7000,Snacks y bebidas,PALETA POLET CEREZA,assets/imagenesmedimentos/reales/prod-00834.jpg,1,true,false
prod-00832,PALET POLET CHOCOAVELLANA,7000,Snacks y bebidas,PALET POLET CHOCOAVELLANA,assets/imagenesmedimentos/reales/prod-00832.png,1,true,false
prod-00831,HELADO CASERO COCO,2500,Snacks y bebidas,HELADO CASERO COCO,assets/imagenesmedimentos/reales/prod-00831.png,1,true,false
prod-00830,HELADO CASERO RON PASAS,2500,Snacks y bebidas,HELADO CASERO RON PASAS,assets/imagenesmedimentos/reales/prod-00830.jpg,1,true,false
prod-00829,HELADO CASERO GUANABANA,2500,Snacks y bebidas,HELADO CASERO GUANABANA,assets/imagenesmedimentos/reales/prod-00829.jpg,1,true,false
prod-00828,HELADO CASERO YOGURT FRESA,2500,Snacks y bebidas,HELADO CASERO YOGURT FRESA,assets/imagenesmedimentos/reales/prod-00828.png,1,true,false
prod-00827,HELADO ARTESANAL MARACUYA,3600,Snacks y bebidas,HELADO ARTESANAL MARACUYA,assets/imagenesmedimentos/reales/prod-00827.png,1,true,false
prod-00826,HELADO ARTESANAL TRES LECHES,3600,Snacks y bebidas,HELADO ARTESANAL TRES LECHES,assets/imagenesmedimentos/reales/prod-00826.jpg,1,true,false
prod-00825,HELADO ARTESANAL MANDARINA,3600,Snacks y bebidas,HELADO ARTESANAL MANDARINA,assets/imagenesmedimentos/reales/prod-00825.jpg,1,true,false
prod-00822,PAÑALES WINNY PANTS ETAPA 4,48200,Pañales y protección,PAÑALES WINNY PANTS ETAPA 4,assets/imagenesmedimentos/reales/prod-00822.png,1,true,true
prod-00819,HIDRAPLUS 75 ZINC 400ML UVA,11500,Vitaminas y suplementos,HIDRAPLUS 75 ZINC 400ML UVA,assets/imagenesmedimentos/reales/prod-00819.png,1,true,false
prod-00818,AMPER ENERGY 473ML,3400,Snacks y bebidas,AMPER ENERGY 473ML,assets/imagenesmedimentos/reales/prod-00818.webp,1,true,false
prod-00816,RED BULL LATA 250ML,8700,Snacks y bebidas,RED BULL LATA 250ML,assets/imagenesmedimentos/reales/prod-00816.webp,1,true,false
prod-00808,PALETA ALOHA LIMON,2000,Snacks y bebidas,PALETA ALOHA LIMON,assets/imagenesmedimentos/reales/prod-00808.png,1,true,false
prod-00807,PALETA ALOHA NARANJA,2000,Snacks y bebidas,PALETA ALOHA NARANJA,assets/imagenesmedimentos/reales/prod-00807.png,1,true,false
prod-00806,PALETA JET GOOL,3800,Snacks y bebidas,PALETA JET GOOL,assets/imagenesmedimentos/reales/prod-00806.png,1,true,false
prod-00803,CHOCOCONO X90G,3500,Snacks y bebidas,CHOCOCONO X90G,assets/imagenesmedimentos/reales/prod-00803.jpg,1,true,false
prod-00799,ABRILAR EA 575 JARABE 100ML,46000,Antigripales y tos,ABRILAR EA 575 JARABE 100ML,assets/imagenesmedimentos/reales/prod-00799.jpg,1,true,false
prod-00787,ACONDICIONADOR SAVITAL 490ML ELIXIR R,16700,Cuidado del cabello,ACONDICIONADOR SAVITAL 490ML ELIXIR ROMERO,assets/imagenesmedimentos/reales/prod-00787.jpg,1,true,false
prod-00784,SHAMPO DOVE RECONSTRUCCION + A,24200,Cuidado del cabello,SHAMPO DOVE RECONSTRUCCION + AMINO 370ML,assets/imagenesmedimentos/reales/prod-00784.jpg,1,true,false
prod-00781,ACONDICIONADOR DOVE RECONSTRUC,24200,Cuidado del cabello,ACONDICIONADOR DOVE RECONSTRUCCION 370ML,assets/imagenesmedimentos/reales/prod-00781.jpg,1,true,false
prod-00776,CREMA DENTAL NIÑOS PROQUIDENT,14800,Cuidado personal,CREMA DENTAL NIÑOS PROQUIDENT,assets/imagenesmedimentos/reales/prod-00776.jpg,1,true,false
prod-00773,ACONDICIONADOR BAMBU PANTENE 4,25000,Cuidado del cabello,ACONDICIONADOR BAMBU PANTENE 400ML,assets/imagenesmedimentos/reales/prod-00773.jpg,1,true,false
prod-00771,PESTAÑINA MAX FACTOR PROMO,29000,Maquillaje y cuidado facial/labial,PESTAÑINA MAX FACTOR PROMO,assets/imagenesmedimentos/reales/prod-00771.webp,1,true,false
prod-00760,SERUM DREAMLISO 100ML,42000,Cuidado del cabello,SERUM DREAMLISO 100ML,assets/imagenesmedimentos/reales/prod-00760.jpg,1,true,false
prod-00754,SHAMPO REPARA TOTAL5 ELVIVE 37,26200,Cuidado del cabello,SHAMPO REPARA TOTAL5 ELVIVE 370ML,assets/imagenesmedimentos/reales/prod-00754.png,1,true,true
prod-00745,ELECTROLIT PONCHE DE FRUTAS,8700,Snacks y bebidas,ELECTROLIT PONCHE DE FRUTAS,assets/imagenesmedimentos/reales/prod-00745.webp,1,true,false
prod-00744,ELECTROLIT LIMA LIMON,8600,Snacks y bebidas,ELECTROLIT LIMA LIMON,assets/imagenesmedimentos/reales/prod-00744.jpg,1,true,false
prod-00743,ATORVASTATINA LA SANTE 20MG,24000,Cardiovascular y metabólico,ATORVASTATINA LA SANTE 20MG,assets/imagenesmedimentos/reales/prod-00743.png,1,true,false
prod-00742,CLOPIDOGREL 75MG AG CAJA,41000,Cardiovascular y metabólico,CLOPIDOGREL 75MG AG CAJA,assets/imagenesmedimentos/reales/prod-00742.webp,1,true,false
prod-00741,METOCLOPRAMIDA BLISTER SANFER,13200,Gastrointestinal,METOCLOPRAMIDA BLISTER SANFER,assets/imagenesmedimentos/reales/prod-00741.png,1,true,false
prod-00739,ALIPRID ALIZAPRIDA 15ML,46600,Gastrointestinal,ALIPRID ALIZAPRIDA 15ML,assets/imagenesmedimentos/reales/prod-00739.jpg,1,true,false
prod-00738,IGORA 7-65 CAFE MOCA CLARO,19200,Cuidado del cabello,IGORA 7-65 CAFE MOCA CLARO,assets/imagenesmedimentos/reales/prod-00738.jpg,1,true,false
prod-00737,IGORA 1-0 NEGRO,19200,Cuidado del cabello,IGORA 1-0 NEGRO,assets/imagenesmedimentos/reales/prod-00737.jpg,1,true,false
