id,nombre,precio,categoria,descripcion,imagen,stock,disponible,imagen_transparente
prod-00243,AMITRIPTILINA 25 MG AG,12100,Salud mental y sistema nervioso,AMITRIPTILINA 25 MG AG,assets/imagenesmedimentos/reales/prod-00243.webp,3,true,false
prod-00858,ANGIOVAN CILOSTAZOL 50MG TECNO,30200,Cardiovascular y metabólico,ANGIOVAN CILOSTAZOL 50MG TECNO,assets/imagenesmedimentos/reales/prod-00858.jpg,1,true,false
prod-00052,APRONAX 550 MG BLISTER X4,210000,Analgésicos y antiinflamatorios,APRONAX 550 MG BLISTER X4,assets/imagenesmedimentos/reales/prod-00052.jpg,1,true,false
prod-00073,B VIT HT 3 JERINGAS,90000,Insumos y curación médica,B VIT HT CAJA DE 3 JERINGAS,assets/imagenesmedimentos/reales/prod-00073.jpg,16,true,false
prod-00704,BALSAMO LAB VOGUE PROTE LABIOS,8400,Maquillaje y cuidado facial/labial,BALSAMO LAB VOGUE PROTE LABIOS,assets/imagenesmedimentos/reales/prod-00704.webp,2,true,false
prod-00697,BASE LIQUIDA NAILEN SURTIDA,13200,Maquillaje y cuidado facial/labial,BASE LIQUIDA NAILEN SURTIDA,assets/imagenesmedimentos/reales/prod-00697.jpg,3,true,false
prod-00470,BETALOC ZOK 25MG METROPROLOL,10200,Cardiovascular y metabólico,BETALOC ZOK 25MG METROPROLOL,assets/imagenesmedimentos/reales/prod-00470.jpg,1,true,false
prod-00268,BETAMETASONA 8MG,9000,Analgésicos y antiinflamatorios,BETAMETASONA 8MG,assets/imagenesmedimentos/reales/prod-00268.jpg,9,true,false
prod-00534,BIO OIL 60ML ACEITE PARA CUIDADO DE ´PIEL,43000,Maquillaje y cuidado facial/labial,BIO OIL 60ML ACEITE PARA CUIDADO DE ´PIEL,assets/imagenesmedimentos/reales/prod-00534.jpg,2,true,false
prod-00206,BION 3 - 60 TABLETAS OFERTA,73000,Vitaminas y suplementos,BION 3 - 60 TABLETAS OFERTA,assets/imagenesmedimentos/reales/prod-00206.jpg,1,true,false
prod-00430,BLOQUEADOR SUNDARK NIÑOS SOBRE,3600,Maquillaje y cuidado facial/labial,BLOQUEADOR SUNDARK NIÑOS SOBRE,assets/imagenesmedimentos/reales/prod-00430.jpg,8,true,false
prod-00431,BLOQUEADOR SUNDARK SPF 60G,33600,Maquillaje y cuidado facial/labial,BLOQUEADOR SUNDARK SPF 60G,assets/imagenesmedimentos/reales/prod-00431.jpg,1,true,false
prod-00001,BOLSA,80000,Otros suministros y servicios,BOLSA,assets/imagenesmedimentos/reales/prod-00001.jpg,98,true,false
prod-00123,BONFIEST LUA PLUS 32 SOBRES,3900,Vitaminas y suplementos,BONFIEST LUA PLUS 32 SOBRES,assets/imagenesmedimentos/reales/prod-00123.jpg,27,true,false
prod-00071,BOTANITAS MELENA DE LEON GLICINATO DE MAGNESIO 250G,92000,Vitaminas y suplementos,BOTANITAS MELENA DE LEON GLICINATO DE MAGNESIO 250G,assets/imagenesmedimentos/reales/prod-00071.jpg,2,true,false
prod-00415,BRONQUISOL FLEMA NIÑOS JGB 120,33000,Antigripales y tos,BRONQUISOL FLEMA NIÑOS JGB 120ML,assets/imagenesmedimentos/reales/prod-00415.jpg,1,true,false
prod-00237,CALADRYL CLEAR 100ML,28000,Dermatológico y piel,CALADRYL CLEAR 100ML,assets/imagenesmedimentos/reales/prod-00237.jpg,2,true,false
prod-00081,CALTRATE D 600+,55200,Vitaminas y suplementos,CALTRATE D 600+,assets/imagenesmedimentos/reales/prod-00081.webp,1,true,false
prod-00412,CATETER 18G INTRAVENOSO,3000,Insumos y curación médica,CATETER 18G INTRAVENOSO,assets/imagenesmedimentos/reales/prod-00412.png,6,true,false
prod-00413,CATETER 20G INTRAVENOSO,3000,Insumos y curación médica,CATETER 20G INTRAVENOSO,assets/imagenesmedimentos/reales/prod-00413.png,6,true,false
prod-00414,CATETER 22G INTRAVENOSO,3000,Insumos y curación médica,CATETER 22G INTRAVENOSO,assets/imagenesmedimentos/reales/prod-00414.jpg,6,true,false
prod-00378,CATETER INTRAVENOSO 24 ALFASAF,2500,Insumos y curación médica,CATETER INTRAVENOSO 24 ALFASAFE,assets/imagenesmedimentos/reales/prod-00378.jpg,3,true,false
prod-00143,CELECOXIB 100 MG SANFER,32000,Analgésicos y antiinflamatorios,CELECOXIB 100 MG SANFER,assets/imagenesmedimentos/reales/prod-00143.jpg,1,true,false
prod-00775,CEPILLO DENTAL NIÑOS SONRIDENT,3500,Cuidado bucal,CEPILLO DENTAL NIÑOS SONRIDENT,assets/imagenesmedimentos/reales/prod-00775.webp,3,true,false
prod-00507,CETIRIZINA 10MG AG 10 TABLETAS,6400,Alergias y antihistamínicos,CETIRIZINA 10MG AG 10 TABLETAS,assets/imagenesmedimentos/reales/prod-00507.jpg,2,true,false
prod-00520,CETIRIZINA 10MG LA SANTE 10 TA,7200,Alergias y antihistamínicos,CETIRIZINA 10MG LA SANTE 10 TABLETAS,assets/imagenesmedimentos/reales/prod-00520.png,2,true,false
prod-00688,CITRATO DE POTASIO PREMIUM D3,58000,Vitaminas y suplementos,CITRATO DE POTASIO PREMIUM D3,assets/imagenesmedimentos/reales/prod-00688.webp,1,true,false
prod-00256,CLORFENAMINA JARABE 2MG,11400,Alergias y antihistamínicos,CLORFENAMINA JARABE 2MG,assets/imagenesmedimentos/reales/prod-00256.jpg,3,true,false
prod-00070,CLORURO DE MAGNESIO 50 CAPSULA,27000,Vitaminas y suplementos,CLORURO DE MAGNESIO 50 CAPSULAS,assets/imagenesmedimentos/reales/prod-00070.jpg,2,true,false
prod-00886,COLAGENO+BIOTINA PHARBIO X30,34000,Vitaminas y suplementos,COLAGENO+BIOTINA PHARBIO X30,assets/imagenesmedimentos/reales/prod-00886.jpg,1,true,false
prod-00887,COLAGENO+BIOTINA PHARBIO X60,47000,Vitaminas y suplementos,COLAGENO+BIOTINA PHARBIO X60,assets/imagenesmedimentos/reales/prod-00887.jpg,1,true,false
prod-00478,COLONIA ARRURRU ORIGINAL AZUL 400ML,46200,Otros suministros y servicios,COLONIA ARRURRU ORIGINAL AZUL 400ML,assets/imagenesmedimentos/reales/prod-00478.webp,1,true,false
prod-00477,COLONIA ARRURRU ORIGINAL ROSAD,46200,Otros suministros y servicios,COLONIA ARRURRU ORIGINAL ROSAD,assets/imagenesmedimentos/reales/prod-00477.jpg,1,true,false
prod-00021,CONGESTEX CAPSULAS 60 CAPSULA,96700,Antigripales y tos,CONGESTEX CAPSULAS 60 CAPSULA,assets/imagenesmedimentos/reales/prod-00021.png,5,true,false
prod-00833,CONO BOCATTO FRESA,6000,Snacks y bebidas,CONO BOCATTO FRESA,assets/imagenesmedimentos/reales/prod-00833.jpg,9,true,false
prod-00632,COPITO COTTON SWABS,2200,Insumos y curación médica,COPITO COTTON SWABS,assets/imagenesmedimentos/reales/prod-00632.jpg,12,true,false
prod-00894,CYCLOFEM AMPOLLA,22000,Anticonceptivos y salud sexual,CYCLOFEM AMPOLLA,assets/imagenesmedimentos/reales/prod-00894.png,10,true,false
prod-00251,DAYAMINERAL FE JARABE 240ML,60000,Vitaminas y suplementos,DAYAMINERAL FE JARABE 240ML,assets/imagenesmedimentos/reales/prod-00251.png,1,true,false
prod-00056,DICLOXACILINA 500 MG 50 CAPSUL,50000,Antibióticos,DICLOXACILINA 500 MG 50 CAPSUL,assets/imagenesmedimentos/reales/prod-00056.jpg,1,true,false
prod-00424,DIHIDROCODEINA AG 120ML JARABE,18200,Antigripales y tos,DIHIDROCODEINA AG 120ML JARABE,assets/imagenesmedimentos/reales/prod-00424.webp,1,true,false
prod-00407,DIHIDROCODEINA BITARTRATO 120M,19200,Antigripales y tos,DIHIDROCODEINA BITARTRATO 120M,assets/imagenesmedimentos/reales/prod-00407.jpg,1,true,false
prod-00903,DIOSMINA HESPERIDINA MK 500,28600,Cardiovascular y metabólico,DIOSMINA HESPERIDINA MK 500,assets/imagenesmedimentos/reales/prod-00903.webp,2,true,false
prod-00282,DOXICILINA 100MF X10 COMPRIMID,12200,Antibióticos,DOXICILINA 100MF X10 COMPRIMIDOS,assets/imagenesmedimentos/reales/prod-00282.jpg,2,true,false
prod-00856,DULCOLAX BISACODILO 10 GRAGEAS,21000,Gastrointestinal,DULCOLAX BISACODILO 10 GRAGEAS,assets/imagenesmedimentos/reales/prod-00856.webp,2,true,false
prod-00079,DUODART 0.5MG/0.4MG,79000,Disfunción eréctil y urología,DUODART 0.5MG/0.4MG,assets/imagenesmedimentos/reales/prod-00079.png,2,true,false
prod-00810,EMULSION DE SCOTT 360ML,27000,Vitaminas y suplementos,EMULSION DE SCOTT 360ML,assets/imagenesmedimentos/reales/prod-00810.jpg,2,true,false
prod-00811,EMULSION SCOTT 180ML,17000,Vitaminas y suplementos,EMULSION SCOTT 180ML,assets/imagenesmedimentos/reales/prod-00811.jpg,3,true,false
prod-00445,ENEMA TRAVAD 133ML,28000,Gastrointestinal,ENEMA TRAVAD 133ML,assets/imagenesmedimentos/reales/prod-00445.png,1,true,false
prod-00471,ESPIRONOLACTONA 25MG LAPROFF,8400,Cardiovascular y metabólico,ESPIRONOLACTONA 25MG LAPROFF,assets/imagenesmedimentos/reales/prod-00471.jpg,2,true,false
prod-00068,EVALAX POLVO SOBRE 17 G,90000,Gastrointestinal,EVALAX POLVO SOBRE 17 G,assets/imagenesmedimentos/reales/prod-00068.jpg,1,true,false
prod-00318,FEMDUO 10 OVULOS VAGINALES,32000,Salud femenina,FEMDUO 10 OVULOS VAGINALES,assets/imagenesmedimentos/reales/prod-00318.jpg,1,true,false
prod-00111,FENCAFEN 20 TABLETAS,78000,Analgésicos y antiinflamatorios,FENCAFEN 20 TABLETAS,assets/imagenesmedimentos/reales/prod-00111.jpg,1,true,false
prod-00549,FEXOFENADINA 120G TABL HETERO,46000,Alergias y antihistamínicos,FEXOFENADINA CLORHIDRATO 120G TABLETAS HETERO,assets/imagenesmedimentos/reales/prod-00549.jpg,1,true,false
prod-00509,FEXOFENADINA 120MG AG 10 TABLE,52000,Alergias y antihistamínicos,FEXOFENADINA 120MG AG 10 TABLETAS,assets/imagenesmedimentos/reales/prod-00509.webp,1,true,false
prod-00426,FEXOFENADINA 180MG ECAR,81000,Alergias y antihistamínicos,FEXOFENADINA 180MG,assets/imagenesmedimentos/reales/prod-00426.jpg,2,true,false
prod-00589,FEXOFENADINA JARABE 150ML ECAR,52000,Alergias y antihistamínicos,FEXOFENADINA JARABE 150ML ECAR,assets/imagenesmedimentos/reales/prod-00589.jpg,3,true,false
prod-00273,FLORATIL 250 MG,8000,Gastrointestinal,FLORATIL 250 MG,assets/imagenesmedimentos/reales/prod-00273.png,20,true,false
prod-00150,FLUCONAZOL 150MG ICOM,3300,Antimicóticos y antiparasitarios,FLUCONAZOL 150MG ICOM,assets/imagenesmedimentos/reales/prod-00150.jpg,6,true,false
prod-00151,FLUCONAZOL 200 MG,9700,Antimicóticos y antiparasitarios,FLUCONAZOL 200 MG,assets/imagenesmedimentos/reales/prod-00151.jpg,5,true,false
prod-00297,FLUOXETINA 20MG AG,16800,Salud mental y sistema nervioso,FLUOXETINA 20MG AG,assets/imagenesmedimentos/reales/prod-00297.png,2,true,false
prod-00569,FLUOXETINA 20MG COASPHAR 14TAB,6300,Salud mental y sistema nervioso,FLUOXETINA 20MG COASPHARMA 14 TABLETAS,assets/imagenesmedimentos/reales/prod-00569.png,4,true,false
prod-00675,GALLETA FESTIVAL SURTIDAS 6UNI,1200,Snacks y bebidas,GALLETA FESTIVAL SURTIDAS 6UNI,assets/imagenesmedimentos/reales/prod-00675.png,33,true,false
prod-00836,GALLETA HELADO VAINILLA PASAS,3500,Snacks y bebidas,GALLETA HELADO VAINILLA PASAS,assets/imagenesmedimentos/reales/prod-00836.png,19,true,false
prod-00191,GATORADE FRUTAS TROPICAL 500ML,4000,Snacks y bebidas,GATORADE FRUTAS TROPICAL 500ML,assets/imagenesmedimentos/reales/prod-00191.png,20,true,false
prod-00328,GENTAMICINA 1 AMPOLLA,7600,Antibióticos,GENTAMICINA 1 AMPOLLA,assets/imagenesmedimentos/reales/prod-00328.jpg,2,true,false
prod-00893,GENTAMICINA SOLUCION OPTICA5ML,12500,Antibióticos,"GENTAMICINA 0,3% SOLUCION OPTICA 5 ML",assets/imagenesmedimentos/reales/prod-00893.png,1,true,false
prod-00613,GLUCERNA HMB 220ML 3 EN 1 VAIN,14200,Snacks y bebidas,GLUCERNA HMB 220ML 3 EN 1 VAIN,assets/imagenesmedimentos/reales/prod-00613.jpg,1,true,false
prod-00666,GOL 31G,2000,Snacks y bebidas,GOL 31G,assets/imagenesmedimentos/reales/prod-00666.jpg,8,true,false
prod-00593,GOMAS GUMIVIT BOLSA 4 GOMAS,2600,Vitaminas y suplementos,GOMAS GUMIVIT BOLSA 4 GOMAS,assets/imagenesmedimentos/reales/prod-00593.jpg,6,true,false
prod-00272,GORRO TIPO ORUGA AZUL,500,Otros suministros y servicios,GORRO TIPO ORUGA AZUL,assets/imagenesmedimentos/reales/prod-00272.jpg,1,true,false
prod-00720,HEMOCYTON JARABE TECNOQUIMICAS,36000,Antigripales y tos,HEMOCYTON JARABE TECNOQUIMICAS,assets/imagenesmedimentos/reales/prod-00720.jpg,1,true,false
prod-00289,HEPATODREN TRIPLE ACCION CAPSU,52300,Gastrointestinal,HEPATODREN TRIPLE ACCION CAPSU,assets/imagenesmedimentos/reales/prod-00289.jpg,1,true,false
prod-00291,HEPATODREN TRIPLE ACCION JARAB,36000,Gastrointestinal,HEPATODREN TRIPLE ACCION JARAB,assets/imagenesmedimentos/reales/prod-00291.jpg,1,true,false
prod-00759,HIDRAHIALURONICO NOCTURNA 200G,27000,Maquillaje y cuidado facial/labial,HIDRAHIALURONICO NOCTURNA 200G,assets/imagenesmedimentos/reales/prod-00759.jpg,1,true,false
prod-00820,HIDRAPLUS 75 ZINC 400ML MANZAN,11500,Vitaminas y suplementos,HIDRAPLUS 75 ZINC 400ML MANZANA,assets/imagenesmedimentos/reales/prod-00820.jpg,3,true,false
prod-00144,HIDROCLOROTIAZIDA 12.5MG,7900,Cardiovascular y metabólico,HIDROCLOROTIAZIDA 12.5MG,assets/imagenesmedimentos/reales/prod-00144.png,4,true,false
prod-00278,HIDROXIDO ALUMINIO - HIDROXIDO DE MAGNESIO 360ML,19900,Gastrointestinal,HIDROXIDO ALUMINIO - HIDROXIDO DE MAGNESIO 360ML,assets/imagenesmedimentos/reales/prod-00278.jpg,2,true,false
prod-00529,HIOSCINA 10MG LAPROFF,10800,Gastrointestinal,HIOSCINA N-BUTILBROMURO 10MG LAPROFF,assets/imagenesmedimentos/reales/prod-00529.jpg,1,true,false
prod-00733,IGORA 1-1 NEGRO AZUL+OXIGENTA,22800,Cuidado del cabello,IGORA 1-1 NEGRO AZUL+OXIGENTA,assets/imagenesmedimentos/reales/prod-00733.jpg,1,true,false
prod-00324,INHALOCAMARA ADULTO PROTEX,9800,Insumos y curación médica,INHALOCAMARA ADULTO PROTEX,assets/imagenesmedimentos/reales/prod-00324.jpg,1,true,false
prod-00315,INHALOCAMARA PEDIATRICA MASCAR,12000,Insumos y curación médica,INHALOCAMARA PEDIATRICA MASCARA,assets/imagenesmedimentos/reales/prod-00315.jpg,1,true,false
prod-00227,"IVERMECTINA 0,6% SOLUCION ORAL",16800,Antimicóticos y antiparasitarios,"IVERMECTINA 0,6% SOLUCION ORAL",assets/imagenesmedimentos/reales/prod-00227.webp,1,true,true
prod-00307,KETOTIFENO 1MG JARABE 100ML,9600,Alergias y antihistamínicos,KETOTIFENO 1MG JARABE 100ML,assets/imagenesmedimentos/reales/prod-00307.jpg,1,true,false
prod-00197,KOLA GRANULADA FRESA 135G,13000,Snacks y bebidas,KOLA GRANULADA FRESA 135G,assets/imagenesmedimentos/reales/prod-00197.jpg,2,true,false
prod-00198,KOLA GRANULADA FRESA 380G,29000,Snacks y bebidas,KOLA GRANULADA FRESA 380G,assets/imagenesmedimentos/reales/prod-00198.jpg,2,true,false
prod-00196,KOLA GRANULADA TRADICIONAL135G,12300,Snacks y bebidas,KOLA GRANULADA TRADICIONAL135G,assets/imagenesmedimentos/reales/prod-00196.jpg,3,true,false
prod-00097,LAGRIMAS ARTIFICIALES 5 MG/ML,19000,Oftálmico y ótico,LAGRIMAS ARTIFICIALES 5 MG/ML,assets/imagenesmedimentos/reales/prod-00097.png,1,true,false
prod-00379,LECHE DE MAGNESIA PHILLIPS 120,16400,Gastrointestinal,LECHE DE MAGNESIA PHILLIPS 120ML,assets/imagenesmedimentos/reales/prod-00379.webp,1,true,false
prod-00435,LECHE KLIM NESTLE 1+ 500G,33000,Bebés y maternidad,LECHE KLIM NESTLE 1+ 500G,assets/imagenesmedimentos/reales/prod-00435.jpg,1,true,false
prod-00522,LEVOCETIRIZINA 5MG 10 TB LA SA,32000,Alergias y antihistamínicos,LEVOCETIRIZINA 5MG 10 TB LA SA,assets/imagenesmedimentos/reales/prod-00522.jpg,1,true,false
prod-00005,LEVOFLOXACINA TABL 500 MG MK,59200,Antibióticos,LEVOFLOXACINA TABL 500 MG MK,assets/imagenesmedimentos/reales/prod-00005.jpg,1,true,false
prod-00319,LEVOTIROXINA SODICA 100MCG,49000,Cardiovascular y metabólico,LEVOTIROXINA SODICA 100MCG,assets/imagenesmedimentos/reales/prod-00319.jpg,1,true,false
prod-00086,LIDOCAINA HCI 2% JALEA ESTERIL 30 G,26900,Dermatológico y piel,LIDOCAINA HCI 2% JALEA ESTERIL 30 G,assets/imagenesmedimentos/reales/prod-00086.jpg,1,true,false
prod-00204,LISTERINE CUIDADO TOTAL 180ML,16200,Cuidado bucal,LISTERINE CUIDADO TOTAL 180ML,assets/imagenesmedimentos/reales/prod-00204.png,6,true,false
prod-00606,LOPERAMIDA ECAR 6 TABLETAS,5400,Gastrointestinal,LOPERAMIDA ECAR 6 TABLETAS,assets/imagenesmedimentos/reales/prod-00606.jpg,10,true,false
prod-00223,LOXONIN 60MG,99000,Analgésicos y antiinflamatorios,LOXONIN 60MG,assets/imagenesmedimentos/reales/prod-00223.webp,1,true,false
prod-00504,LUBRICANTE INTIMAZUL SACHET,24000,Anticonceptivos y salud sexual,LUBRICANTE INTIMAZUL SACHET,assets/imagenesmedimentos/reales/prod-00504.webp,0,false,false
prod-00545,LUBRICANTE INTIMO DUREX 50G,31000,Anticonceptivos y salud sexual,LUBRICANTE INTIMO DUREX 50G PLAY CEREZA,assets/imagenesmedimentos/reales/prod-00545.jpg,1,true,false
prod-00546,LUBRICANTE INTIMO K-Y 100G,52000,Anticonceptivos y salud sexual,LUBRICANTE INTIMO K-Y 100G,assets/imagenesmedimentos/reales/prod-00546.jpg,1,true,false
prod-00548,LUBRICANTE INTIMO K-Y 15G,19000,Anticonceptivos y salud sexual,LUBRICANTE INTIMO K-Y 15G,assets/imagenesmedimentos/reales/prod-00548.jpg,1,true,false
prod-00547,LUBRICANTE INTIMO K-Y 50G,34000,Anticonceptivos y salud sexual,LUBRICANTE INTIMO K-Y 50G,assets/imagenesmedimentos/reales/prod-00547.webp,1,true,false
prod-00506,LUBRIDERM HUMECTANTE DIA 120ML,16800,Maquillaje y cuidado facial/labial,LUBRIDERM HUMECTANTE DIA 120ML,assets/imagenesmedimentos/reales/prod-00506.jpg,1,true,false
prod-00505,LUBRIDERM HUMECTANTE DIA 400ML,36200,Maquillaje y cuidado facial/labial,LUBRIDERM HUMECTANTE DIA 400ML,assets/imagenesmedimentos/reales/prod-00505.jpg,2,true,false
prod-00425,LUMBAL FORTE 6 TABLETAS,116600,Analgésicos y antiinflamatorios,LUMBAL FORTE 6 TABLETAS,assets/imagenesmedimentos/reales/prod-00425.jpg,1,true,false
prod-00484,MENTICOL AMARILLO 250ML + 60ML,19600,Dermatológico y piel,MENTICOL AMARILLO 250ML + 60ML,assets/imagenesmedimentos/reales/prod-00484.jpg,1,true,false
prod-00633,METOCARBAMOL 750MG ANGLOPHARMA,7200,Analgésicos y antiinflamatorios,METOCARBAMOL 750MG ANGLOPHARMA,assets/imagenesmedimentos/reales/prod-00633.png,8,true,false
prod-00304,METOCLOPRAMIDA 4MG/ML GOTAS 30ML,12000,Gastrointestinal,METOCLOPRAMIDA 4MG/ML GOTAS 30ML,assets/imagenesmedimentos/reales/prod-00304.jpg,3,true,false
prod-00308,METRONIDAZOL 500MG EC TABLETAS,32000,Antimicóticos y antiparasitarios,METRONIDAZOL 500MG EC TABLETAS,assets/imagenesmedimentos/reales/prod-00308.jpg,1,true,false
prod-00442,METRONIST OVULOS COLMED,42000,Salud femenina,METRONIST OVULOS COLMED,assets/imagenesmedimentos/reales/prod-00442.png,1,true,false
prod-00502,MICROPORE KENNEDY PIEL 1/2X5,2800,Insumos y curación médica,MICROPORE KENNEDY PIEL 1/2X5,assets/imagenesmedimentos/reales/prod-00502.webp,2,true,false
prod-00503,MICROPORE KENNEDY PIEL 1X5,5200,Insumos y curación médica,MICROPORE KENNEDY PIEL 1X5,assets/imagenesmedimentos/reales/prod-00503.webp,2,true,false
prod-00540,MICROPORE SUPREME 1/2 X5,2900,Insumos y curación médica,MICROPORE SUPREME 1/2 X5,assets/imagenesmedimentos/reales/prod-00540.jpg,2,true,false
prod-00541,MICROPORE SUPREME 1X1,2400,Insumos y curación médica,MICROPORE SUPREME 1X1,assets/imagenesmedimentos/reales/prod-00541.jpg,2,true,false
prod-00693,MIEL DE ABEJAS LA ESPERANZA 355G,19900,Snacks y bebidas,MIEL DE ABEJAS LA ESPERANZA 355G,assets/imagenesmedimentos/reales/prod-00693.png,1,true,true
prod-00845,MINOXIDIL 5% 60ML LAPROFF,27000,Cuidado del cabello,MINOXIDIL 5% 60ML LAPROFF,assets/imagenesmedimentos/reales/prod-00845.jpg,1,true,false
prod-00083,MUCOSINA GOTAS PEDIATRICA 30ML,24800,Antigripales y tos,MUCOSINA GOTAS PEDIATRICA 30ML,assets/imagenesmedimentos/reales/prod-00083.jpg,2,true,false
prod-00438,NESTLE NESTUM 5 CEREALES 200G,13200,Bebés y maternidad,NESTLE NESTUM 5 CEREALES 200G,assets/imagenesmedimentos/reales/prod-00438.jpg,1,true,false
prod-00437,NESTLE NESTUM TRIGO MIEL 200G,13200,Bebés y maternidad,NESTLE NESTUM TRIGO MIEL 200G,assets/imagenesmedimentos/reales/prod-00437.jpg,1,true,false
prod-00436,"NESTLE NESTUM TRIGO, BANANO 200G",13700,Bebés y maternidad,"NESTLE NESTUM TRIGO, BANANO 200G",assets/imagenesmedimentos/reales/prod-00436.jpg,1,true,false
prod-00607,NEUROBION DC X3 JERINGAS,94000,Insumos y curación médica,NEUROBION DC X3 JERINGAS,assets/imagenesmedimentos/reales/prod-00607.jpg,1,true,false
prod-00321,NEUROBION INYECTABLE OFERTA,46000,Vitaminas y suplementos,NEUROBION INYECTABLE OFERTA,assets/imagenesmedimentos/reales/prod-00321.jpg,2,true,false
prod-00287,NISTATINA SUSPENSION 60ML,11200,Antimicóticos y antiparasitarios,NISTATINA SUSPENSION 60ML,assets/imagenesmedimentos/reales/prod-00287.webp,7,true,false
prod-00618,NITAZOXANIDA 500MG NITOFAR,21700,Antimicóticos y antiparasitarios,NITAZOXANIDA 500MG NITOFAR FARMASER,assets/imagenesmedimentos/reales/prod-00618.jpg,2,true,false
prod-00747,NORAVER GARGANTA NARANJA MIEL,12200,Antigripales y tos,NORAVER GARGANTA NARANJA MIEL,assets/imagenesmedimentos/reales/prod-00747.png,13,true,false
prod-00620,OFERTA ACID MANTLE + BABY BALM,58200,Maquillaje y cuidado facial/labial,OFERTA ACID MANTLE + BABY BALM,assets/imagenesmedimentos/reales/prod-00620.jpg,2,true,false
prod-00559,OFERTA PONDS CLARANT B3 100G,29000,Maquillaje y cuidado facial/labial,CREMA PONDS CLARANT B3 100G,assets/imagenesmedimentos/reales/prod-00559.webp,3,true,false
prod-00558,OFERTA PONDS REJUVENS 100G,29000,Maquillaje y cuidado facial/labial,CREMA PONDS REJUVENS 100G,assets/imagenesmedimentos/reales/prod-00558.jpg,2,true,false
prod-00320,ORLISTAT 120 MG COLMED,110000,Gastrointestinal,ORLISTAT 120 MG COLMED,assets/imagenesmedimentos/reales/prod-00320.png,1,true,false
prod-00427,ORLISTAT 120MG ECAR,92000,Gastrointestinal,ORLISTAT 120MG ECAR,assets/imagenesmedimentos/reales/prod-00427.jpg,2,true,false
prod-00513,OTICAINA BENZOCAINA GOTAS SANF,23500,Oftálmico y ótico,OTICAINA BENZOCAINA GOTAS SANF,assets/imagenesmedimentos/reales/prod-00513.jpg,1,true,false
prod-00222,OTIRILIN SOLUCION OTICA 13ML,52300,Oftálmico y ótico,OTIRILIN SOLUCION OTICA 13ML,assets/imagenesmedimentos/reales/prod-00222.png,2,true,false
prod-00286,OTOGLICAR GLICERINA CARBO 30ML,8800,Oftálmico y ótico,OTOGLICAR GLICERINA CARBO 30ML,assets/imagenesmedimentos/reales/prod-00286.jpg,1,true,false
prod-00499,OXIGENTA IGORA 30 VOL 9%,4900,Cuidado del cabello,OXIGENTA IGORA 30 VOL 9%,assets/imagenesmedimentos/reales/prod-00499.jpg,2,true,false
prod-00443,PANTOPRAZOL 20MG COLMED 30TABL,102000,Gastrointestinal,PANTOPRAZOL 20MG COLMED 30TABL,assets/imagenesmedimentos/reales/prod-00443.png,1,true,false
prod-00673,PAPA MARGARITA SURTIDA 25G,2200,Snacks y bebidas,PAPA MARGARITA SURTIDA 25G,assets/imagenesmedimentos/reales/prod-00673.jpg,17,true,false
prod-00049,PEDIALYTE ACTIVE CEREZA 500 ML,9800,Bebés y maternidad,PEDIALYTE ACTIVE CEREZA 500 ML,assets/imagenesmedimentos/reales/prod-00049.jpg,10,true,false
prod-00796,PEDIALYTE FRESA CON ZINC 60,9800,Bebés y maternidad,PEDIALYTE FRESA CON ZINC 60,assets/imagenesmedimentos/reales/prod-00796.png,10,true,false
prod-00795,PEDIALYTE UVA CON ZINC 60,9800,Bebés y maternidad,PEDIALYTE UVA CON ZINC 60,assets/imagenesmedimentos/reales/prod-00795.jpg,7,true,false
prod-00130,PEDIASURE LIQ. VAINILLA 220ML,12100,Bebés y maternidad,PEDIASURE LIQ. VAINILLA 220ML,assets/imagenesmedimentos/reales/prod-00130.webp,1,true,false
prod-00866,PEDIASURE POLVO 850G,72000,Bebés y maternidad,PEDIASURE POLVO 850G,assets/imagenesmedimentos/reales/prod-00866.jpg,1,true,false
prod-00717,PESTAÑINA VOGUE CURVAS PERFECT,22300,Maquillaje y cuidado facial/labial,PESTAÑINA VOGUE CURVAS PERFECT,assets/imagenesmedimentos/reales/prod-00717.png,1,true,false
prod-00325,PLURIGRAM 500MG TABLETAS 10,13000,Antibióticos,PLURIGRAM 500MG CIPROFLOXACINA 500MG TABLETAS 10,assets/imagenesmedimentos/reales/prod-00325.jpg,2,true,false
prod-00710,POLVO COMPA VOGUE,15200,Maquillaje y cuidado facial/labial,POLVO COMPA VOGUE,assets/imagenesmedimentos/reales/prod-00710.png,8,true,false
prod-00353,POLVO MEXSANA ANTIBA 150G,16800,Dermatológico y piel,POLVO MEXSANA ANTIBACTERIAL 150G,assets/imagenesmedimentos/reales/prod-00353.jpg,1,true,false
prod-00354,POLVO MEXSANA ANTIBA 85G,9000,Dermatológico y piel,POLVO MEXSANA ANTIBACTERIAL 85G,assets/imagenesmedimentos/reales/prod-00354.jpg,1,true,false
prod-00895,POLVO MEXSANA PROMO PACK 150G+80G,23400,Dermatológico y piel,POLVO MEXSANA PROMO PACK 150G+80G,assets/imagenesmedimentos/reales/prod-00895.png,3,true,false
prod-00301,POSTDAY 1 -1-5MG,18000,Anticonceptivos y salud sexual,POSTDAY 1 - 1.5MG,assets/imagenesmedimentos/reales/prod-00301.jpg,3,true,false
