"id","nombre","categoria","imagen_actual","imagen_real"
"prod-00489","JABON PALMOLIVE SANDIA Y LYCHE","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00489.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00489"
"prod-00346","JABON PROTEX HERBAL 110G","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00346.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00346"
"prod-00335","JABON SOHNSONS BABY 110G","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00335.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00335"
"prod-00330","KETOPROFENO GEL 2.5%","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00330.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00330"
"prod-00802","LASONIL ACTIVE GEL 30G","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00802.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00802"
"prod-00566","NEOTRISONA CREMA 20G","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00566.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00566"
"prod-00536","PROTECTOR NUDE SOLAR 80FPS 120","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00536.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00536"
"prod-00537","PROTECTOR NUDE SOLAR 80FPS 40M","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00537.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00537"
"prod-00596","PROTECTORES DE LACTANCIA 40 NOSOTRAS","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00596.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00596"
"prod-00598","PROTECTORES DE LACTANCIA AVENT","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00598.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00598"
"prod-00349","PROTECTORES NOSOTRAS X15","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00349.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00349"
"prod-00694","SAVIDOL VITALFARMA GEL 90G","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00694.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00694"
"prod-00170","SEDA DENTAL COLGATE TOTAL HILO 25MTS","Cuidado personal","imagenesmedimentos/colgatetripleaccion.jpg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00170"
"prod-00476","SHAMPOO ARRURRU MANZANILLA 400","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00476.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00476"
"prod-00651","SHAMPOO HEAD & SHOULDERS 375ML","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00651.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00651"
"prod-00345","SHAMPOO HEAD & SHOULDERS SOBRE","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00345.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00345"
"prod-00338","SHAMPOO JOHNSONS BABY GLICERIN","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00338.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00338"
"prod-00336","SHAMPOO JOHNSONS BABY MANZANIL","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00336.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00336"
"prod-00652","SHAMPOO PANTENE RESTAURA 400ML","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00652.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00652"
"prod-00347","SHAMPOO PANTENE SOBRE COLAGENO","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00347.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00347"
"prod-00789","SHAMPOO SAVITAL 510ML HIALURON","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00789.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00789"
"prod-00555","SHAMPOO SEDAL CERAMIDAS 340ML","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00555.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00555"
"prod-00495","SHAMPOO TIO NACHO CONTROL CAS","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00495.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00495"
"prod-00230","SYSTANE GEL GOTAS 10 ML","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00230.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00230"
"prod-00875","TOALLAS DESMAQUILLANTES POMYS","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00875.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00875"
"prod-00187","TOALLAS NOSOTRAS EXTRA PROTECC","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00187.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00187"
"prod-00185","TOALLAS NOSOTRAS INVISIBLE CLA (26013.400)","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00185.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00185"
"prod-00184","TOALLAS NOSOTRAS INVISIBLE CLA (2605.200)","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00184.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00184"
"prod-00181","TOALLAS NOSOTRAS MATERNIDAD","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00181.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00181"
"prod-00183","TOALLAS NOSOTRAS PLUS CANAGEL","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00183.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00183"
"prod-00161","TRIGENTAX CREMA TOPICA 20G","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00161.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00161"
"prod-00615","VITALIS CREMA TOPICA BETAMETAS","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00615.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00615"
"prod-00362","YODORA CLASICO CREMA 12G","Cuidado personal","imagenesmedimentos/genericas/productos/prod-00362.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00362"
"prod-00696","ACEITE DE COCO 100ML EXTRA VIR","Otros","imagenesmedimentos/genericas/productos/prod-00696.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00696"
"prod-00235","ACICLOVIR 15G UNGUENTO AL 5%","Otros","imagenesmedimentos/genericas/productos/prod-00235.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00235"
"prod-00092","ACICLOVIR 5% UNGUENTO TOPICO","Otros","imagenesmedimentos/genericas/productos/prod-00092.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00092"
"prod-00096","ACICLOVIR 800 MG 10 TABLETAS LA SANTE","Otros","imagenesmedimentos/genericas/productos/prod-00096.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00096"
"prod-00573","ACID MANTLE BABY 100G","Otros","imagenesmedimentos/genericas/productos/prod-00573.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00573"
"prod-00572","ACID MANTLE BABY 30G","Otros","imagenesmedimentos/genericas/productos/prod-00572.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00572"
"prod-00867","ACID MANTLE PRO B5 NOCTURNA","Otros","imagenesmedimentos/genericas/productos/prod-00867.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00867"
"prod-00176","ACIDO FOLICO 1MG 60 TABLETAS","Otros","imagenesmedimentos/genericas/productos/prod-00176.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00176"
"prod-00791","ACONDI SAVITAL 490ML FUSION PR","Otros","imagenesmedimentos/genericas/productos/prod-00791.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00791"
"prod-00783","ACONDI SAVITAL SOBRE COMP HIAL","Otros","imagenesmedimentos/genericas/productos/prod-00783.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00783"
"prod-00772","ACONDICI PANTENE CONTROL CAIDA","Otros","imagenesmedimentos/genericas/productos/prod-00772.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00772"
"prod-00348","ACONDICIONADOR PANTENE SOBRE REPARACION","Otros","imagenesmedimentos/genericas/productos/prod-00348.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00348"
"prod-00556","ACONDICIONADOR SEDAL 340ML","Otros","imagenesmedimentos/genericas/productos/prod-00556.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00556"
"prod-00236","ACTIVA 21 GRAGEAS","Otros","imagenesmedimentos/genericas/productos/prod-00236.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00236"
"prod-00498","ADHESIVA COREGA SIN SABOR 20G","Otros","imagenesmedimentos/genericas/productos/prod-00498.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00498"
"prod-00193","AGUA BRISA 600 ML","Otros","imagenesmedimentos/genericas/productos/prod-00193.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00193"
"prod-00650","AGUA MICELAR GARNIER 100ML","Otros","imagenesmedimentos/genericas/productos/prod-00650.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00650"
"prod-00265","ALBENDAZOL 200MG MK","Otros","imagenesmedimentos/genericas/productos/prod-00265.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00265"
"prod-00551","ALGODON MK POMOS BOLSA 40G","Otros","imagenesmedimentos/genericas/productos/prod-00551.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00551"
"prod-00464","AMLODIPINO 5MG - 10 TABL COASP","Otros","imagenesmedimentos/genericas/productos/prod-00464.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00464"
"prod-00465","AMLODIPINO 5MG GENFAR 10 TABLE","Otros","imagenesmedimentos/genericas/productos/prod-00465.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00465"
"prod-00467","AMLODIPINO 5MG LAPROFF","Otros","imagenesmedimentos/genericas/productos/prod-00467.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00467"
"prod-00243","AMTRIPTILINA 25 MG AG","Otros","imagenesmedimentos/genericas/productos/prod-00243.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00243"
"prod-00858","ANGIOVAN CILOSTAZOL 50MG TECNO","Otros","imagenesmedimentos/genericas/productos/prod-00858.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00858"
"prod-00052","APRONAX 550 MG BLISTER X4","Otros","imagenesmedimentos/genericas/productos/prod-00052.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00052"
"prod-00073","B VIT HT 3 JERINGAS","Otros","imagenesmedimentos/genericas/productos/prod-00073.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00073"
"prod-00704","BALSAMO LAB VOGUE PROTE LABIOS","Otros","imagenesmedimentos/genericas/productos/prod-00704.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00704"
"prod-00697","BASE LIQUIDA NAILEN SURTIDA","Otros","imagenesmedimentos/genericas/productos/prod-00697.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00697"
"prod-00470","BETALOC ZOK 25MG METROPROLOL","Otros","imagenesmedimentos/genericas/productos/prod-00470.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00470"
"prod-00268","BETAMETASONA 8MG","Otros","imagenesmedimentos/genericas/productos/prod-00268.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00268"
"prod-00534","BIO OIL 60ML ACEITE PARA CUIDADO DE ´PIEL","Otros","imagenesmedimentos/genericas/productos/prod-00534.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00534"
"prod-00206","BION 3 - 60 TABLETAS OFERTA","Otros","imagenesmedimentos/genericas/productos/prod-00206.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00206"
"prod-00430","BLOQUEADOR SUNDARK NIÑOS SOBRE","Otros","imagenesmedimentos/genericas/productos/prod-00430.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00430"
"prod-00431","BLOQUEADOR SUNDARK SPF 60G","Otros","imagenesmedimentos/genericas/productos/prod-00431.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00431"
"prod-00001","BOLSA","Otros","imagenesmedimentos/genericas/productos/prod-00001.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00001"
"prod-00123","BONFIEST LUA PLUS 32 SOBRES","Otros","imagenesmedimentos/genericas/productos/prod-00123.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00123"
"prod-00071","BOTANITAS MELENA DE LEON GLICINATO DE MAGNESIO 250G","Otros","imagenesmedimentos/genericas/productos/prod-00071.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00071"
"prod-00415","BRONQUISOL FLEMA NIÑOS JGB 120","Otros","imagenesmedimentos/genericas/productos/prod-00415.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00415"
"prod-00237","CALADRYL CLEAR 100ML","Otros","imagenesmedimentos/genericas/productos/prod-00237.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00237"
"prod-00081","CALTRATE D 600+","Otros","imagenesmedimentos/genericas/productos/prod-00081.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00081"
"prod-00412","CATETER 18G INTRAVENOSO","Otros","imagenesmedimentos/genericas/productos/prod-00412.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00412"
"prod-00413","CATETER 20G INTRAVENOSO","Otros","imagenesmedimentos/genericas/productos/prod-00413.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00413"
"prod-00414","CATETER 22G INTRAVENOSO","Otros","imagenesmedimentos/genericas/productos/prod-00414.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00414"
"prod-00378","CATETER INTRAVENOSO 24 ALFASAF","Otros","imagenesmedimentos/genericas/productos/prod-00378.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00378"
"prod-00143","CELECOXIB 100 MG SANFER","Otros","imagenesmedimentos/genericas/productos/prod-00143.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00143"
"prod-00775","CEPILLO DENTAL NIÑOS SONRIDENT","Otros","imagenesmedimentos/genericas/productos/prod-00775.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00775"
"prod-00507","CETIRIZINA 10MG AG 10 TABLETAS","Otros","imagenesmedimentos/genericas/productos/prod-00507.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00507"
"prod-00520","CETIRIZINA 10MG LA SANTE 10 TA","Otros","imagenesmedimentos/genericas/productos/prod-00520.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00520"
"prod-00688","CITRATO DE POTASIO PREMIUM D3","Otros","imagenesmedimentos/genericas/productos/prod-00688.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00688"
"prod-00256","CLORFERAMINA JARABE 2MG","Otros","imagenesmedimentos/genericas/productos/prod-00256.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00256"
"prod-00070","CLORURO DE MAGNESIO 50 CAPSULA","Otros","imagenesmedimentos/genericas/productos/prod-00070.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00070"
"prod-00886","COLAGENO+BIOTINA PHARBIO X30","Otros","imagenesmedimentos/genericas/productos/prod-00886.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00886"
"prod-00887","COLAGENO+BIOTINA PHARBIO X60","Otros","imagenesmedimentos/genericas/productos/prod-00887.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00887"
"prod-00478","COLONIA ARRURRU ORIGINAL AZUL 400ML","Otros","imagenesmedimentos/genericas/productos/prod-00478.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00478"
"prod-00477","COLONIA ARRURRU ORIGINAL ROSAD","Otros","imagenesmedimentos/genericas/productos/prod-00477.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00477"
"prod-00021","CONGESTEX CAPSULAS 60 CAPSULA","Otros","imagenesmedimentos/genericas/productos/prod-00021.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00021"
"prod-00833","CONO BOCATTO FRESA","Otros","imagenesmedimentos/genericas/productos/prod-00833.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00833"
"prod-00632","COPITO COTTON SWABS","Otros","imagenesmedimentos/genericas/productos/prod-00632.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00632"
"prod-00894","CYCLOFEM AMPOLLA","Otros","imagenesmedimentos/genericas/productos/prod-00894.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00894"
"prod-00251","DAYAMINERAL FE JARABE 240ML","Otros","imagenesmedimentos/genericas/productos/prod-00251.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00251"
"prod-00056","DICLOXACILINA 500 MG 50 CAPSUL","Otros","imagenesmedimentos/genericas/productos/prod-00056.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00056"
"prod-00424","DIHIDROCODEINA AG 120ML JARABE","Otros","imagenesmedimentos/genericas/productos/prod-00424.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00424"
"prod-00407","DIHIDROCODEINA BITARTRATO 120M","Otros","imagenesmedimentos/genericas/productos/prod-00407.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00407"
"prod-00903","DIOSMINA HESPERIDINA MK 500","Otros","imagenesmedimentos/genericas/productos/prod-00903.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00903"
"prod-00282","DOXICILINA 100MF X10 COMPRIMID","Otros","imagenesmedimentos/genericas/productos/prod-00282.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00282"
"prod-00856","DULCOLAX BISACODILO 10 GRAGEAS","Otros","imagenesmedimentos/genericas/productos/prod-00856.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00856"
"prod-00079","DUODART 0.5MG/0.4MG","Otros","imagenesmedimentos/genericas/productos/prod-00079.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00079"
"prod-00810","EMULSION DE SCOTT 360ML","Otros","imagenesmedimentos/scott.jpg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00810"
"prod-00811","EMULSION SCOTT 180ML","Otros","imagenesmedimentos/scott.jpg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00811"
"prod-00445","ENEMA TRAVAD 133ML","Otros","imagenesmedimentos/genericas/productos/prod-00445.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00445"
"prod-00471","ESPIRONOLACTONA 25MG LAPROFF","Otros","imagenesmedimentos/genericas/productos/prod-00471.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00471"
"prod-00068","EVALAX POLVO SOBRE 17 G","Otros","imagenesmedimentos/genericas/productos/prod-00068.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00068"
"prod-00318","FEMDUO 10 OVULOS VAGINALES","Otros","imagenesmedimentos/genericas/productos/prod-00318.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00318"
"prod-00111","FENCAFEN 20 TABLETAS","Otros","imagenesmedimentos/genericas/productos/prod-00111.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00111"
"prod-00549","FEXOFENADINA 120G TABL HETERO","Otros","imagenesmedimentos/genericas/productos/prod-00549.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00549"
"prod-00509","FEXOFENADINA 120MG AG 10 TABLE","Otros","imagenesmedimentos/genericas/productos/prod-00509.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00509"
"prod-00426","FEXOFENADINA 180MG ECAR","Otros","imagenesmedimentos/genericas/productos/prod-00426.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00426"
"prod-00589","FEXOFENADINA JARABE 150ML ECAR","Otros","imagenesmedimentos/genericas/productos/prod-00589.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00589"
"prod-00273","FLORATIL 250 MG","Otros","imagenesmedimentos/genericas/productos/prod-00273.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00273"
"prod-00150","FLUCONAZOL 150MG ICOM","Otros","imagenesmedimentos/genericas/productos/prod-00150.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00150"
"prod-00151","FLUCONAZOL 200 MG","Otros","imagenesmedimentos/genericas/productos/prod-00151.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00151"
"prod-00297","FLUOXETINA 20MG AG","Otros","imagenesmedimentos/genericas/productos/prod-00297.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00297"
"prod-00569","FLUOXETINA 20MG COASPHAR 14TAB","Otros","imagenesmedimentos/genericas/productos/prod-00569.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00569"
"prod-00675","GALLETA FESTIVAL SURTIDAS 6UNI","Otros","imagenesmedimentos/genericas/productos/prod-00675.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00675"
"prod-00836","GALLETA HELADO VAINILLA PASAS","Otros","imagenesmedimentos/genericas/productos/prod-00836.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00836"
"prod-00191","GATORADE FRUTAS TROPICAL 500ML","Otros","imagenesmedimentos/genericas/productos/prod-00191.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00191"
"prod-00328","GENTAMICINA 1 AMPOLLA","Otros","imagenesmedimentos/genericas/productos/prod-00328.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00328"
"prod-00893","GENTAMICINA SOLUCION OPTICA5ML","Otros","imagenesmedimentos/genericas/productos/prod-00893.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00893"
"prod-00613","GLUCERNA HMB 220ML 3 EN 1 VAIN","Otros","imagenesmedimentos/genericas/productos/prod-00613.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00613"
"prod-00666","GOL 31G","Otros","imagenesmedimentos/genericas/productos/prod-00666.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00666"
"prod-00593","GOMAS GUMIVIT BOLSA 4 GOMAS","Otros","imagenesmedimentos/genericas/productos/prod-00593.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00593"
"prod-00272","GORRO TIPO ORUGA AZUL","Otros","imagenesmedimentos/genericas/productos/prod-00272.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00272"
"prod-00720","HEMOCYTON JARABE TECNOQUIMICAS","Otros","imagenesmedimentos/genericas/productos/prod-00720.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00720"
"prod-00289","HEPATODREN TRIPLE ACCION CAPSU","Otros","imagenesmedimentos/genericas/productos/prod-00289.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00289"
"prod-00291","HEPATODREN TRIPLE ACCION JARAB","Otros","imagenesmedimentos/genericas/productos/prod-00291.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00291"
"prod-00759","HIDRAHIALURONICO NOCTURNA 200G","Otros","imagenesmedimentos/genericas/productos/prod-00759.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00759"
"prod-00820","HIDRAPLUS 75 ZINC 400ML MANZAN","Otros","imagenesmedimentos/genericas/productos/prod-00820.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00820"
"prod-00144","HIDROCLOROTIAZIDA 12.5MG","Otros","imagenesmedimentos/genericas/productos/prod-00144.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00144"
"prod-00278","HIDROXIDO ALUMINIO - HIDROXIDO DE MAGNESIO 360ML","Otros","imagenesmedimentos/genericas/productos/prod-00278.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00278"
"prod-00529","HIOSCINA 10MG LAPROFF","Otros","imagenesmedimentos/buscapnacompositum.jpg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00529"
"prod-00733","IGORA 1-1 NEGRO AZUL+OXIGENTA","Otros","imagenesmedimentos/genericas/productos/prod-00733.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00733"
"prod-00324","INHALOCAMARA ADULTO PROTEX","Otros","imagenesmedimentos/genericas/productos/prod-00324.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00324"
"prod-00315","INHALOCAMARA PEDIATRICA MASCAR","Otros","imagenesmedimentos/genericas/productos/prod-00315.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00315"
"prod-00227","IVERMECTINA 0,6% SOLUCION ORAL","Otros","imagenesmedimentos/genericas/productos/prod-00227.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00227"
"prod-00307","KETOTIFENO 1MG JARABE 100ML","Otros","imagenesmedimentos/genericas/productos/prod-00307.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00307"
"prod-00197","KOLA GRANULADA FRESA 135G","Otros","imagenesmedimentos/genericas/productos/prod-00197.svg","https://placehold.co/400x400/e8edf3/0b1f3a?text=Medicamento%20prod-00197"
